CODIGO|DESCRICAO|DT_INI|DT_FIM|ORDEM|TIPO|COD_SUP|NIVEL|NATUREZA
1.1.1.6.2.25.50|IMPORTAÇÃO - NÃO AMPARADA EM CARTAS DE CRÉDITO - CCR|01012020|31122020|470|A|1.1.1.6.2.25.00|7|01
1.1.1.6.2.25.90|OUTROS|01012020|31122020|471|A|1.1.1.6.2.25.00|7|01
1.1.1.6.2.30.00|FINANCIAMENTOS COM INTERVENIÊNCIA|01012020|31122020|472|A|1.1.1.6.2.00.00|6|01
1.1.1.6.2.40.00|FINANCIAMENTOS AGROINDUSTRIAIS|01012020|31122020|473|S|1.1.1.6.2.00.00|6|01
1.1.1.6.2.40.10|CUSTEIO|01012020|31122020|474|A|1.1.1.6.2.40.00|7|01
1.1.1.6.2.40.20|INVESTIMENTO|01012020|31122020|475|A|1.1.1.6.2.40.00|7|01
1.1.1.6.2.40.30|COMERCIALIZAÇÃO|01012020|31122020|476|A|1.1.1.6.2.40.00|7|01
1.1.1.6.2.40.40|INDUSTRIALIZAÇÃO|01012020|31122020|477|A|1.1.1.6.2.40.00|7|01
1.1.1.6.2.50.00|REFINANCIAMENTOS DE OPERAÇÕES DE ARRENDAMENTO|01012020|31122020|478|A|1.1.1.6.2.00.00|6|01
1.1.1.6.2.60.00|REFINANCIAMENTOS DE OPERAÇÕES COM O GOVERNO FEDERAL|01012020|31122020|479|A|1.1.1.6.2.00.00|6|01
1.1.1.6.2.91.00|AJUSTE A VALOR DE MERCADO PARA FINANCIAMENTOS OBJETO DE HEDGE (+/-)|01012020|31122020|480|A|1.1.1.6.2.00.00|6|01
1.1.1.6.3.00.00|FINANCIAMENTOS RURAIS E AGROINDUSTRIAIS|01012020|31122020|481|S|1.1.1.6.0.00.00|5|01
1.1.1.6.3.05.00|FINANCIAMENTOS RURAIS - APLICAÇÕES COM RECURSOS LIVRES|01012020|31122020|482|S|1.1.1.6.3.00.00|6|01
1.1.1.6.3.05.05|CUSTEIO - AGRICULTURA|01012020|31122020|483|A|1.1.1.6.3.05.00|7|01
1.1.1.6.3.05.10|CUSTEIO - PECUÁRIA|01012020|31122020|484|A|1.1.1.6.3.05.00|7|01
1.1.1.6.3.05.15|INVESTIMENTO - AGRICULTURA|01012020|31122020|485|A|1.1.1.6.3.05.00|7|01
1.1.1.6.3.05.20|INVESTIMENTO - PECUÁRIA|01012020|31122020|486|A|1.1.1.6.3.05.00|7|01
1.1.1.6.3.05.25|COMERCIALIZAÇÃO - AGRICULTURA|01012020|31122020|487|A|1.1.1.6.3.05.00|7|01
1.1.1.6.3.05.30|COMERCIALIZAÇÃO - PECUÁRIA|01012020|31122020|488|A|1.1.1.6.3.05.00|7|01
1.1.1.6.3.05.35|INDUSTRIALIZAÇÃO - AGRICULTURA|01012020|31122020|489|A|1.1.1.6.3.05.00|7|01
1.1.1.6.3.05.40|INDUSTRIALIZAÇÃO - PECUÁRIA|01012020|31122020|490|A|1.1.1.6.3.05.00|7|01
1.1.1.6.3.15.00|FINANCIAMENTOS RURAIS - APLICAÇÕES COM RECURSOS DIRECIONADOS À VISTA|01012020|31122020|491|S|1.1.1.6.3.00.00|6|01
1.1.1.6.3.15.05|CUSTEIO - AGRICULTURA|01012020|31122020|492|A|1.1.1.6.3.15.00|7|01
1.1.1.6.3.15.10|CUSTEIO - PECUÁRIA|01012020|31122020|493|A|1.1.1.6.3.15.00|7|01
1.1.1.6.3.15.15|INVESTIMENTO - AGRICULTURA|01012020|31122020|494|A|1.1.1.6.3.15.00|7|01
1.1.1.6.3.15.20|INVESTIMENTO - PECUÁRIA|01012020|31122020|495|A|1.1.1.6.3.15.00|7|01
1.1.1.6.3.15.25|COMERCIALIZAÇÃO - AGRICULTURA|01012020|31122020|496|A|1.1.1.6.3.15.00|7|01
1.1.1.6.3.15.30|COMERCIALIZAÇÃO - PECUÁRIA|01012020|31122020|497|A|1.1.1.6.3.15.00|7|01
1.1.1.6.3.15.35|INDUSTRIALIZAÇÃO - AGRICULTURA|01012020|31122020|498|A|1.1.1.6.3.15.00|7|01
1.1.1.6.3.15.40|INDUSTRIALIZAÇÃO - PECUÁRIA|01012020|31122020|499|A|1.1.1.6.3.15.00|7|01
1.1.1.6.3.25.00|FINANCIAMENTOS RURAIS - APLICAÇÕES COM RECURSOS DIRECIONADOS DA POUPANÇA RURAL|01012020|31122020|500|S|1.1.1.6.3.00.00|6|01
1.1.1.6.3.25.05|CUSTEIO - AGRICULTURA|01012020|31122020|501|A|1.1.1.6.3.25.00|7|01
1.1.1.6.3.25.10|CUSTEIO - PECUÁRIA|01012020|31122020|502|A|1.1.1.6.3.25.00|7|01
1.1.1.6.3.25.15|INVESTIMENTO - AGRICULTURA|01012020|31122020|503|A|1.1.1.6.3.25.00|7|01
1.1.1.6.3.25.20|INVESTIMENTO - PECUÁRIA|01012020|31122020|504|A|1.1.1.6.3.25.00|7|01
1.1.1.6.3.25.25|COMERCIALIZAÇÃO - AGRICULTURA|01012020|31122020|505|A|1.1.1.6.3.25.00|7|01
1.1.1.6.3.25.30|COMERCIALIZAÇÃO - PECUÁRIA|01012020|31122020|506|A|1.1.1.6.3.25.00|7|01
1.1.1.6.3.25.35|INDUSTRIALIZAÇÃO - AGRICULTURA|01012020|31122020|507|A|1.1.1.6.3.25.00|7|01
1.1.1.6.3.25.40|INDUSTRIALIZAÇÃO - PECUÁRIA|01012020|31122020|508|A|1.1.1.6.3.25.00|7|01
1.1.1.6.3.35.00|FINANCIAMENTOS RURAIS - APLICAÇÕES COM RECURSOS DIRECIONADOS DE LCA|01012020|31122020|509|S|1.1.1.6.3.00.00|6|01
1.1.1.6.3.35.05|CUSTEIO - AGRICULTURA|01012020|31122020|510|A|1.1.1.6.3.35.00|7|01
1.1.1.6.3.35.10|CUSTEIO - PECUÁRIA|01012020|31122020|511|A|1.1.1.6.3.35.00|7|01
1.1.1.6.3.35.15|INVESTIMENTO - AGRICULTURA|01012020|31122020|512|A|1.1.1.6.3.35.00|7|01
1.1.1.6.3.35.20|INVESTIMENTO - PECUÁRIA|01012020|31122020|513|A|1.1.1.6.3.35.00|7|01
1.1.1.6.3.35.25|COMERCIALIZAÇÃO - AGRICULTURA|01012020|31122020|514|A|1.1.1.6.3.35.00|7|01
1.1.1.6.3.35.30|COMERCIALIZAÇÃO - PECUÁRIA|01012020|31122020|515|A|1.1.1.6.3.35.00|7|01
1.1.1.6.3.35.35|INDUSTRIALIZAÇÃO - AGRICULTURA|01012020|31122020|516|A|1.1.1.6.3.35.00|7|01
1.1.1.6.3.35.40|INDUSTRIALIZAÇÃO - PECUÁRIA|01012020|31122020|517|A|1.1.1.6.3.35.00|7|01
1.1.1.6.3.45.00|FINANCIAMENTOS RURAIS - APLICAÇÕES COM RECURSOS DE FONTES PÚBLICAS|01012020|31122020|518|S|1.1.1.6.3.00.00|6|01
1.1.1.6.3.45.05|CUSTEIO - AGRICULTURA|01012020|31122020|519|A|1.1.1.6.3.45.00|7|01
1.1.1.6.3.45.10|CUSTEIO - PECUÁRIA|01012020|31122020|520|A|1.1.1.6.3.45.00|7|01
1.1.1.6.3.45.15|INVESTIMENTO - AGRICULTURA|01012020|31122020|521|A|1.1.1.6.3.45.00|7|01
1.1.1.6.3.45.20|INVESTIMENTO - PECUÁRIA|01012020|31122020|522|A|1.1.1.6.3.45.00|7|01
1.1.1.6.3.45.25|COMERCIALIZAÇÃO - AGRICULTURA|01012020|31122020|523|A|1.1.1.6.3.45.00|7|01
1.1.1.6.3.45.30|COMERCIALIZAÇÃO - PECUÁRIA|01012020|31122020|524|A|1.1.1.6.3.45.00|7|01
1.1.1.6.3.45.35|INDUSTRIALIZAÇÃO - AGRICULTURA|01012020|31122020|525|A|1.1.1.6.3.45.00|7|01
1.1.1.6.3.45.40|INDUSTRIALIZAÇÃO - PECUÁRIA|01012020|31122020|526|A|1.1.1.6.3.45.00|7|01
1.1.1.6.3.91.00|AJUSTE A VALOR DE MERCADO PARA FINANCIAMENTOS RURAIS E AGROINDUSTRIAIS OBJETO DE HEDGE (+/-)|01012020|31122020|527|A|1.1.1.6.3.00.00|6|01
1.1.1.6.4.00.00|FINANCIAMENTOS IMOBILIÁRIOS|01012020|31122020|528|S|1.1.1.6.0.00.00|5|01
1.1.1.6.4.10.00|FINANCIAMENTOS DE EMPREENDIMENTOS IMOBILIÁRIOS|01012020|31122020|529|A|1.1.1.6.4.00.00|6|01
1.1.1.6.4.30.00|FINANCIAMENTOS HABITACIONAIS|01012020|31122020|530|A|1.1.1.6.4.00.00|6|01
1.1.1.6.4.35.00|FINANCIAMENTOS SEM COBERTURA DO FCVS - DECRETO97.222/88|01012020|31122020|531|A|1.1.1.6.4.00.00|6|01
1.1.1.6.4.91.00|AJUSTE A VALOR DE MERCADO PARA FINANCIAMENTOS IMOBILIÁRIOS OBJETO DE HEDGE (+/-)|01012020|31122020|532|A|1.1.1.6.4.00.00|6|01
1.1.1.6.5.00.00|FINANCIAMENTOS DE TÍTULOS E VALORES MOBILIÁRIOS|01012020|31122020|533|S|1.1.1.6.0.00.00|5|01
1.1.1.6.5.10.00|DIREITOS POR EMPRÉSTIMOS DE AÇÕES|01012020|31122020|534|S|1.1.1.6.5.00.00|6|01
1.1.1.6.5.10.10|CARTEIRA PRÓPRIA|01012020|31122020|535|A|1.1.1.6.5.10.00|7|01
1.1.1.6.5.10.20|CARTEIRA DE TERCEIROS|01012020|31122020|536|A|1.1.1.6.5.10.00|7|01
1.1.1.6.5.20.00|FINANCIAMENTOS DE CONTA MARGEM|01012020|31122020|537|A|1.1.1.6.5.00.00|6|01
1.1.1.6.5.30.00|FINANCIAMENTOS DO PROCAP|01012020|31122020|538|A|1.1.1.6.5.00.00|6|01
1.1.1.6.5.40.00|DIREITOS POR EMPRÉSTIMOS DE OURO|01012020|31122020|539|A|1.1.1.6.5.00.00|6|01
1.1.1.6.5.91.00|AJUSTE A VALOR DE MERCADO PARA FINANCIAMENTOS DE TÍTULOS E VALORES MOBILIÁRIOS OBJETO DE HEDGE (+/-)|01012020|31122020|540|A|1.1.1.6.5.00.00|6|01
1.1.1.6.6.00.00|FINANCIAMENTOS DE INFRAESTRUTURA E DESENVOLVIMENTO|01012020|31122020|541|S|1.1.1.6.0.00.00|5|01
1.1.1.6.6.10.00|FINANCIAMENTOS DE INFRAESTRUTURA E DESENVOLVIMENTO|01012020|31122020|542|A|1.1.1.6.6.00.00|6|01
1.1.1.6.6.91.00|AJUSTE A VALOR DE MERCADO PARA FINANCIAMENTOS DEINFRAESTRUTURA E DESENVOLVIMENTO OBJETO DE HEDGE (+/-)|01012020|31122020|543|A|1.1.1.6.6.00.00|6|01
1.1.1.6.8.00.00|OPERAÇÕES DE CRÉDITO VINCULADAS À CESSÃO OU A OPERAÇÕESCOMPROMISSADAS|01012020|31122020|544|S|1.1.1.6.0.00.00|5|01
1.1.1.6.8.10.00|OPERAÇÕES DE CRÉDITO CEDIDAS|01012020|31122020|545|A|1.1.1.6.8.00.00|6|01
1.1.1.6.8.20.00|OPERAÇÕES DE CRÉDITO VINCULADAS A OPERAÇÕES COMPROMISSADAS|01012020|31122020|546|A|1.1.1.6.8.00.00|6|01
1.1.1.6.8.90.00|AJUSTE A VALOR DE MERCADO PARA OPERAÇÕES DE CRÉDITO CEDIDAS OBJETO DE HEDGE (+/-)|01012020|31122020|547|A|1.1.1.6.8.00.00|6|01
1.1.1.6.9.00.00|PROVISÃO PARA OPERAÇÕES DE CRÉDITO (-)|01012020|31122020|548|S|1.1.1.6.0.00.00|5|01
1.1.1.6.9.20.00|PROVISÃO PARA EMPRÉSTIMOS E TÍTULOS DESCONTADOS (-)|01012020|31122020|549|A|1.1.1.6.9.00.00|6|01
1.1.1.6.9.30.00|PROVISÃO PARA FINANCIAMENTOS (-)|01012020|31122020|550|A|1.1.1.6.9.00.00|6|01
1.1.1.6.9.40.00|PROVISÃO PARA FINANCIAMENTOS RURAIS E AGROINDUSTRIAIS (-)|01012020|31122020|551|A|1.1.1.6.9.00.00|6|01
1.1.1.6.9.50.00|PROVISÃO PARA FINANCIAMENTOS IMOBILIÁRIOS (-)|01012020|31122020|552|A|1.1.1.6.9.00.00|6|01
1.1.1.6.9.60.00|PROVISÃO PARA FINANCIAMENTOS DE TÍTULOS E VALORES MOBILIÁRIOS (-)|01012020|31122020|553|A|1.1.1.6.9.00.00|6|01
1.1.1.6.9.70.00|PROVISÃO PARA FINANCIAMENTOS DE INFRAESTRUTURA E DESENVOLVIMENTO (-)|01012020|31122020|554|A|1.1.1.6.9.00.00|6|01
1.1.1.6.9.80.00|PROVISÃO PARA OPERAÇÕES DE CRÉDITO CEDIDAS (-)|01012020|31122020|555|A|1.1.1.6.9.00.00|6|01
1.1.1.6.9.97.00|PROVISÃO PARA PERDAS NA REALIZAÇÃO DE OPERAÇÕES DE CRÉDITO (-)|01012020|31122020|556|A|1.1.1.6.9.00.00|6|01
1.1.1.7.0.00.00|OPERAÇÕES DE ARRENDAMENTO MERCANTIL|01012020|31122020|557|S|1.1.1.0.0.00.00|4|01
1.1.1.7.1.00.00|ARRENDAMENTOS FINANCEIROS A RECEBER|01012020|31122020|558|S|1.1.1.7.0.00.00|5|01
1.1.1.7.1.10.00|ARRENDAMENTOS FINANCEIROS A RECEBER - RECURSOS INTERNOS|01012020|31122020|559|A|1.1.1.7.1.00.00|6|01
1.1.1.7.1.20.00|ARRENDAMENTOS FINANCEIROS A RECEBER - RECURSOS EXTERNOS|01012020|31122020|560|A|1.1.1.7.1.00.00|6|01
1.1.1.7.1.30.00|ARRENDAMENTOS FINANCEIROS ESPECIAIS A RECEBER|01012020|31122020|561|A|1.1.1.7.1.00.00|6|01
1.1.1.7.1.60.00|ADIANTAMENTOS A FORNECEDORES POR CONTA DE ARRENDATÁRIOS|01012020|31122020|562|S|1.1.1.7.1.00.00|6|01
1.1.1.7.1.60.10|RECURSOS INTERNOS|01012020|31122020|563|A|1.1.1.7.1.60.00|7|01
1.1.1.7.1.60.20|RECURSOS EXTERNOS|01012020|31122020|564|A|1.1.1.7.1.60.00|7|01
1.1.1.7.1.95.00|RENDAS A APROPRIAR DE ARRENDAMENTOS FINANCEIROS A RECEBER - RECURSOS INTERNOS (-)|01012020|31122020|565|A|1.1.1.7.1.00.00|6|01
1.1.1.7.1.97.00|RENDAS A APROPRIAR DE ARRENDAMENTOS FINANCEIROS A RECEBER - RECURSOS EXTERNOS (-)|01012020|31122020|566|A|1.1.1.7.1.00.00|6|01
1.1.1.7.1.98.00|RENDAS A APROPRIAR DE COMISSÕES DE COMPROMISSO DE ARRENDAMENTOS (-)|01012020|31122020|567|A|1.1.1.7.1.00.00|6|01
1.1.1.7.1.99.00|RENDAS A APROPRIAR DE ARRENDAMENTOS FINANCEIROS ESPECIAIS A RECEBER (-)|01012020|31122020|568|A|1.1.1.7.1.00.00|6|01
1.1.1.7.2.00.00|ARRENDAMENTOS OPERACIONAIS A RECEBER|01012020|31122020|569|S|1.1.1.7.0.00.00|5|01
1.1.1.7.2.10.00|ARRENDAMENTOS OPERACIONAIS A RECEBER - RECURSOS INTERNOS|01012020|31122020|570|A|1.1.1.7.2.00.00|6|01
1.1.1.7.2.20.00|ARRENDAMENTOS OPERACIONAIS A RECEBER - RECURSOS EXTERNOS|01012020|31122020|571|A|1.1.1.7.2.00.00|6|01
1.1.1.7.2.95.00|RENDAS A APROPRIAR DE ARRENDAMENTOS OPERACIONAIS A RECEBER - RECURSOS INTERNOS (-)|01012020|31122020|572|A|1.1.1.7.2.00.00|6|01
1.1.1.7.2.97.00|RENDAS A APROPRIAR DE ARRENDAMENTOS OPERACIONAIS A RECEBER - RECURSOS EXTERNOS (-)|01012020|31122020|573|A|1.1.1.7.2.00.00|6|01
1.1.1.7.3.00.00|SUBARRENDAMENTOS A RECEBER|01012020|31122020|574|S|1.1.1.7.0.00.00|5|01
1.1.1.7.3.10.00|SUBARRENDAMENTOS A RECEBER|01012020|31122020|575|A|1.1.1.7.3.00.00|6|01
1.1.1.7.3.60.00|ADIANTAMENTOS A FORNECEDORES POR CONTA DE SUBARRENDATÁRIOS|01012020|31122020|576|S|1.1.1.7.3.00.00|6|01
1.1.1.7.3.60.10|RECURSOS INTERNOS|01012020|31122020|577|A|1.1.1.7.3.60.00|7|01
1.1.1.7.3.60.20|RECURSOS EXTERNOS|01012020|31122020|578|A|1.1.1.7.3.60.00|7|01
1.1.1.7.3.95.00|RENDAS A APROPRIAR DE SUBARRENDAMENTOS A RECEBER (-)|01012020|31122020|579|A|1.1.1.7.3.00.00|6|01
1.1.1.7.3.98.00|RENDAS A APROPRIAR DE COMISSÕES DE COMPROMISSO DE SUBARRENDAMENTOS (-)|01012020|31122020|580|A|1.1.1.7.3.00.00|6|01
1.1.1.7.5.00.00|VALORES RESIDUAIS A REALIZAR|01012020|31122020|581|S|1.1.1.7.0.00.00|5|01
1.1.1.7.5.10.00|VALORES RESIDUAIS A REALIZAR|01012020|31122020|582|A|1.1.1.7.5.00.00|6|01
1.1.1.7.5.95.00|VALORES RESIDUAIS A BALANCEAR (-)|01012020|31122020|583|A|1.1.1.7.5.00.00|6|01
1.1.1.7.8.00.00|OPERAÇÕES DE ARRENDAMENTO MERCANTIL VINCULADAS A CESSÃO|01012020|31122020|584|S|1.1.1.7.0.00.00|5|01
1.1.1.7.8.10.00|OPERAÇÕES DE ARRENDAMENTO MERCANTIL CEDIDAS|01012020|31122020|585|A|1.1.1.7.8.00.00|6|01
1.1.1.7.9.00.00|PROVISÕES PARA OPERAÇÕES DE ARRENDAMENTO MERCANTIL (-)|01012020|31122020|586|S|1.1.1.7.0.00.00|5|01
1.1.1.7.9.30.00|PROVISÃO PARA ARRENDAMENTOS FINANCEIROS (-)|01012020|31122020|587|A|1.1.1.7.9.00.00|6|01
1.1.1.7.9.35.00|PROVISÃO PARA ARRENDAMENTOS FINANCEIROS ESPECIAIS (-)|01012020|31122020|588|A|1.1.1.7.9.00.00|6|01
1.1.1.7.9.40.00|PROVISÃO PARA ARRENDAMENTOS OPERACIONAIS (-)|01012020|31122020|589|A|1.1.1.7.9.00.00|6|01
1.1.1.7.9.50.00|PROVISÃO PARA SUBARRENDAMENTOS (-)|01012020|31122020|590|A|1.1.1.7.9.00.00|6|01
1.1.1.7.9.80.00|PROVISÃO PARA OPERAÇÕES DE ARRENDAMENTO MERCANTIL CEDIDAS (-)|01012020|31122020|591|A|1.1.1.7.9.00.00|6|01
1.1.1.7.9.97.00|PROVISÃO PARA PERDAS NA REALIZAÇÃO DE OPERAÇÕES DE ARRENDAMENTO MERCANTIL (-)|01012020|31122020|592|A|1.1.1.7.9.00.00|6|01
1.1.1.8.0.00.00|OUTROS CRÉDITOS|01012020|31122020|593|S|1.1.1.0.0.00.00|4|01
1.1.1.8.1.00.00|AVAIS E FIANÇAS HONRADOS|01012020|31122020|594|S|1.1.1.8.0.00.00|5|01
1.1.1.8.1.10.00|CRÉDITOS POR AVAIS E FIANÇAS HONRADOS|01012020|31122020|595|A|1.1.1.8.1.00.00|6|01
1.1.1.8.2.00.00|CÂMBIO|01012020|31122020|596|S|1.1.1.8.0.00.00|5|01
1.1.1.8.2.06.00|CÂMBIO COMPRADO A LIQUIDAR|01012020|31122020|597|S|1.1.1.8.2.00.00|6|01
1.1.1.8.2.06.10|EXPORTAÇÃO - LETRAS A ENTREGAR|01012020|31122020|598|A|1.1.1.8.2.06.00|7|01
1.1.1.8.2.06.20|EXPORTAÇÃO - LETRAS ENTREGUES|01012020|31122020|599|A|1.1.1.8.2.06.00|7|01
1.1.1.8.2.06.25|OURO|01012020|31122020|600|A|1.1.1.8.2.06.00|7|01
1.1.1.8.2.06.30|FINANCEIRO|01012020|31122020|601|A|1.1.1.8.2.06.00|7|01
1.1.1.8.2.06.32|FINANCEIRO - OPERAÇÕES EM CÂMARAS DE LIQUIDAÇÃO E COMPENSAÇÃO|01012020|31122020|602|A|1.1.1.8.2.06.00|7|01
1.1.1.8.2.06.40|INTERBANCÁRIO PARA LIQUIDAÇÃO PRONTA|01012020|31122020|603|A|1.1.1.8.2.06.00|7|01
1.1.1.8.2.06.50|INTERBANCÁRIO PARA LIQUIDAÇÃO FUTURA|01012020|31122020|604|A|1.1.1.8.2.06.00|7|01
1.1.1.8.2.06.60|INTERBANCÁRIO A TERMO|01012020|31122020|605|A|1.1.1.8.2.06.00|7|01
1.1.1.8.2.06.70|INTERDEPARTAMENTAL E ARBITRAGEM|01012020|31122020|606|A|1.1.1.8.2.06.00|7|01
1.1.1.8.2.07.00|ADIANTAMENTOS EM MOEDA ESTRANGEIRA RECEBIDOS (-)|01012020|31122020|607|S|1.1.1.8.2.00.00|6|01
1.1.1.8.2.07.10|EXPORTAÇÃO|01012020|31122020|608|A|1.1.1.8.2.07.00|7|01
1.1.1.8.2.07.25|(-) OURO|01012020|31122020|609|A|1.1.1.8.2.07.00|7|01
1.1.1.8.2.07.30|FINANCEIRO|01012020|31122020|610|A|1.1.1.8.2.07.00|7|01
1.1.1.8.2.07.40|INTERBANCÁRIO PARA LIQUIDAÇÃO PRONTA|01012020|31122020|611|A|1.1.1.8.2.07.00|7|01
1.1.1.8.2.07.50|INTERBANCÁRIO PARA LIQUIDAÇÃO FUTURA|01012020|31122020|612|A|1.1.1.8.2.07.00|7|01
1.1.1.8.2.20.00|CAMBIAIS E DOCUMENTOS A PRAZO EM MOEDAS ESTRANGEIRAS|01012020|31122020|613|A|1.1.1.8.2.00.00|6|01
1.1.1.8.2.25.00|DIREITOS SOBRE VENDAS DE CÂMBIO|01012020|31122020|614|S|1.1.1.8.2.00.00|6|01
1.1.1.8.2.25.10|IMPORTAÇÃO|01012020|31122020|615|A|1.1.1.8.2.25.00|7|01
1.1.1.8.2.25.20|FINANCEIRO|01012020|31122020|616|A|1.1.1.8.2.25.00|7|01
1.1.1.8.2.25.22|FINANCEIRO - OPERAÇÕES EM CÂMARAS DE LIQUIDAÇÃO E COMPENSAÇÃO|01012020|31122020|617|A|1.1.1.8.2.25.00|7|01
1.1.1.8.2.25.25|OURO|01012020|31122020|618|A|1.1.1.8.2.25.00|7|01
1.1.1.8.2.25.30|INTERBANCÁRIO PARA LIQUIDAÇÃO PRONTA|01012020|31122020|619|A|1.1.1.8.2.25.00|7|01
1.1.1.8.2.25.40|INTERBANCÁRIO PARA LIQUIDAÇÃO FUTURA|01012020|31122020|620|A|1.1.1.8.2.25.00|7|01
1.1.1.8.2.25.50|INTERBANCÁRIO A TERMO|01012020|31122020|621|A|1.1.1.8.2.25.00|7|01
1.1.1.8.2.25.60|INTERDEPARTAMENTAL E ARBITRAGEM|01012020|31122020|622|A|1.1.1.8.2.25.00|7|01
1.1.1.8.2.26.00|ADIANTAMENTOS EM MOEDA NACIONAL RECEBIDOS (-)|01012020|31122020|623|S|1.1.1.8.2.00.00|6|01
1.1.1.8.2.26.25|(-) OPERAÇÕES DE CÂMBIO RELATIVAS A OURO DE LIQUIDAÇÃO FUTURA|01012020|31122020|624|A|1.1.1.8.2.26.00|7|01
1.1.1.8.2.26.30|OPERAÇÕES DE CÂMBIO DE IMPORTAÇÃO DE LIQUIDAÇÃO FUTURA|01012020|31122020|625|A|1.1.1.8.2.26.00|7|01
1.1.1.8.2.26.40|OPERAÇÕES DE CÂMBIO FINANCEIRAS DE LIQUIDAÇÃO FUTURA|01012020|31122020|626|A|1.1.1.8.2.26.00|7|01
1.1.1.8.2.26.50|OPERAÇÕES DE CÂMBIO INTERBANCÁRIAS DE LIQUIDAÇÃO FUTURA|01012020|31122020|627|A|1.1.1.8.2.26.00|7|01
1.1.1.8.2.26.70|OPERAÇÕES DE CÂMBIO DE LIQUIDAÇÃO PRONTA|01012020|31122020|628|A|1.1.1.8.2.26.00|7|01
1.1.1.8.2.45.00|VALORES EM MOEDAS ESTRANGEIRAS A RECEBER|01012020|31122020|629|S|1.1.1.8.2.00.00|6|01
1.1.1.8.2.45.10|FRETES E PRÊMIOS DE SEGURO SOBRE EXPORTAÇÃO|01012020|31122020|630|A|1.1.1.8.2.45.00|7|01
1.1.1.8.2.45.90|OUTROS|01012020|31122020|631|A|1.1.1.8.2.45.00|7|01
1.1.1.8.2.75.00|RENDAS A RECEBER DE ADIANTAMENTOS CONCEDIDOS|01012020|31122020|632|A|1.1.1.8.2.00.00|6|01
1.1.1.8.2.78.00|RENDAS A RECEBER DE IMPORTAÇÕES FINANCIADAS|01012020|31122020|633|A|1.1.1.8.2.00.00|6|01
1.1.1.8.2.85.00|DESPESAS A APROPRIAR DE ADIANTAMENTOS RECEBIDOS|01012020|31122020|634|S|1.1.1.8.2.00.00|6|01
1.1.1.8.2.85.10|EXPORTAÇÃO|01012020|31122020|635|A|1.1.1.8.2.85.00|7|01
1.1.1.8.2.85.20|FINANCEIRO|01012020|31122020|636|A|1.1.1.8.2.85.00|7|01
1.1.1.8.2.85.30|IMPORTAÇÃO|01012020|31122020|637|A|1.1.1.8.2.85.00|7|01
1.1.1.8.2.85.40|OURO|01012020|31122020|638|A|1.1.1.8.2.85.00|7|01
1.1.1.8.3.00.00|RENDAS A RECEBER|01012020|31122020|639|S|1.1.1.8.0.00.00|5|01
1.1.1.8.3.30.00|COMISSÕES E CORRETAGENS A RECEBER|01012020|31122020|640|A|1.1.1.8.3.00.00|6|01
1.1.1.8.3.40.00|COMISSÕES POR COOBRIGAÇÕES A RECEBER|01012020|31122020|641|A|1.1.1.8.3.00.00|6|01
1.1.1.8.3.50.00|CORRETAGENS DE CÂMBIO A RECEBER|01012020|31122020|642|A|1.1.1.8.3.00.00|6|01
1.1.1.8.3.60.00|DIVIDENDOS E BONIFICAÇÕES EM DINHEIRO A RECEBER|01012020|31122020|643|A|1.1.1.8.3.00.00|6|01
1.1.1.8.3.70.00|SERVIÇOS PRESTADOS A RECEBER|01012020|31122020|644|A|1.1.1.8.3.00.00|6|01
1.1.1.8.3.80.00|SERVIÇOS PRESTADOS EM ARRANJO DE PAGAMENTO|01012020|31122020|645|A|1.1.1.8.3.00.00|6|01
1.1.1.8.3.90.00|OUTRAS RENDAS A RECEBER|01012020|31122020|646|A|1.1.1.8.3.00.00|6|01
1.1.1.8.4.00.00|NEGOCIAÇÃO E INTERMEDIAÇÃO DE VALORES|01012020|31122020|647|S|1.1.1.8.0.00.00|5|01
1.1.1.8.4.05.00|BOLSAS - DEPÓSITOS EM GARANTIA|01012020|31122020|648|S|1.1.1.8.4.00.00|6|01
1.1.1.8.4.05.10|OPERAÇÕES COM AÇÕES|01012020|31122020|649|A|1.1.1.8.4.05.00|7|01
1.1.1.8.4.05.15|OPERAÇÕES COM ÍNDICES DE AÇÕES|01012020|31122020|650|A|1.1.1.8.4.05.00|7|01
1.1.1.8.4.05.20|OPERAÇÕES COM ATIVOS FINANCEIROS E MERCADORIAS|01012020|31122020|651|A|1.1.1.8.4.05.00|7|01
1.1.1.8.4.05.99|OUTRAS OPERAÇÕES|01012020|31122020|652|A|1.1.1.8.4.05.00|7|01
1.1.1.8.4.10.00|CAIXAS DE REGISTRO E LIQUIDAÇÃO|01012020|31122020|653|A|1.1.1.8.4.00.00|6|01
1.1.1.8.4.15.00|CERTIFICADOS DE INVESTIMENTO PARA CONVERSÃO|01012020|31122020|654|A|1.1.1.8.4.00.00|6|01
1.1.1.8.4.30.00|DEVEDORES - CONTA LIQUIDAÇÕES PENDENTES|01012020|31122020|655|A|1.1.1.8.4.00.00|6|01
1.1.1.8.4.35.00|PARTICIPAÇÃO EM FUNDOS DE GARANTIA DE LIQUIDAÇÃO DE CÂMARAS|01012020|31122020|656|A|1.1.1.8.4.00.00|6|01
1.1.1.8.4.40.00|OPERAÇÕES COM ATIVOS FINANCEIROS E MERCADORIAS A LIQUIDAR|01012020|31122020|657|A|1.1.1.8.4.00.00|6|01
