CODIGO|DESCRICAO|DT_INI|DT_FIM|ORDEM|TIPO|COD_SUP|NIVEL|NATUREZA
1.1.1.2.1.10.10|OBRIGAÇÕES DO TESOURO NACIONAL|01012020|31122020|25|A|1.1.1.2.1.10.00|7|01
1.1.1.2.1.10.12|BÔNUS DO TESOURO NACIONAL|01012020|31122020|26|A|1.1.1.2.1.10.00|7|01
1.1.1.2.1.10.15|LETRAS DO BANCO CENTRAL|01012020|31122020|27|A|1.1.1.2.1.10.00|7|01
1.1.1.2.1.10.16|NOTAS DO BANCO CENTRAL|01012020|31122020|28|A|1.1.1.2.1.10.00|7|01
1.1.1.2.1.10.18|BÔNUS DO BANCO CENTRAL|01012020|31122020|29|A|1.1.1.2.1.10.00|7|01
1.1.1.2.1.10.20|TÍTULOS ESTADUAIS E MUNICIPAIS|01012020|31122020|30|A|1.1.1.2.1.10.00|7|01
1.1.1.2.1.10.21|TÍTULOS ESTADUAIS - DÍVIDAS REFINANCIADAS PELA UNIÃO|01012020|31122020|31|A|1.1.1.2.1.10.00|7|01
1.1.1.2.1.10.25|CERTIFICADOS DE DEPÓSITO BANCÁRIO|01012020|31122020|32|A|1.1.1.2.1.10.00|7|01
1.1.1.2.1.10.30|CDB - INSTITUIÇÃO FINANCEIRA LIGADA|01012020|31122020|33|A|1.1.1.2.1.10.00|7|01
1.1.1.2.1.10.35|LETRAS DE CÂMBIO|01012020|31122020|34|A|1.1.1.2.1.10.00|7|01
1.1.1.2.1.10.40|LC - INSTITUIÇÃO FINANCEIRA LIGADA|01012020|31122020|35|A|1.1.1.2.1.10.00|7|01
1.1.1.2.1.10.45|LETRAS IMOBILIÁRIAS|01012020|31122020|36|A|1.1.1.2.1.10.00|7|01
1.1.1.2.1.10.50|LI - INSTITUIÇÃO FINANCEIRA LIGADA|01012020|31122020|37|A|1.1.1.2.1.10.00|7|01
1.1.1.2.1.10.62|CERTIFICADOS DE RECEBÍVEIS  IMOBILIÁRIOS|01012020|31122020|38|A|1.1.1.2.1.10.00|7|01
1.1.1.2.1.10.65|DEBÊNTURES|01012020|31122020|39|A|1.1.1.2.1.10.00|7|01
1.1.1.2.1.10.70|TÍTULOS DE RESPONSABILIDADE DA UNIÃO NO EXTERIOR|01012020|31122020|40|A|1.1.1.2.1.10.00|7|01
1.1.1.2.1.10.85|OUTROS TÍTULOS NO EXTERIOR|01012020|31122020|41|A|1.1.1.2.1.10.00|7|01
1.1.1.2.1.10.99|OUTROS|01012020|31122020|42|A|1.1.1.2.1.10.00|7|01
1.1.1.2.1.20.00|REVENDAS A LIQUIDAR - POSIÇÃO FINANCIADA|01012020|31122020|43|S|1.1.1.2.1.00.00|6|01
1.1.1.2.1.20.03|LETRAS FINANCEIRAS DO TESOURO|01012020|31122020|44|A|1.1.1.2.1.20.00|7|01
1.1.1.2.1.20.05|LETRAS DO TESOURO NACIONAL|01012020|31122020|45|A|1.1.1.2.1.20.00|7|01
1.1.1.2.1.20.07|NOTAS DO TESOURO NACIONAL|01012020|31122020|46|A|1.1.1.2.1.20.00|7|01
1.1.1.2.1.20.10|OBRIGAÇÕES DO TESOURO NACIONAL|01012020|31122020|47|A|1.1.1.2.1.20.00|7|01
1.1.1.2.1.20.12|BÔNUS DO TESOURO NACIONAL|01012020|31122020|48|A|1.1.1.2.1.20.00|7|01
1.1.1.2.1.20.15|LETRAS DO BANCO CENTRAL|01012020|31122020|49|A|1.1.1.2.1.20.00|7|01
1.1.1.2.1.20.16|NOTAS DO BANCO CENTRAL|01012020|31122020|50|A|1.1.1.2.1.20.00|7|01
1.1.1.2.1.20.18|BÔNUS DO BANCO CENTRAL|01012020|31122020|51|A|1.1.1.2.1.20.00|7|01
1.1.1.2.1.20.20|TÍTULOS ESTADUAIS E MUNICIPAIS|01012020|31122020|52|A|1.1.1.2.1.20.00|7|01
1.1.1.2.1.20.21|TÍTULOS ESTADUAIS - DÍVIDAS REFINANCIADAS PELA UNIÃO|01012020|31122020|53|A|1.1.1.2.1.20.00|7|01
1.1.1.2.1.20.25|CERTIFICADOS DE DEPÓSITO BANCÁRIO|01012020|31122020|54|A|1.1.1.2.1.20.00|7|01
1.1.1.2.1.20.30|CDB - INSTITUIÇÃO FINANCEIRA LIGADA|01012020|31122020|55|A|1.1.1.2.1.20.00|7|01
1.1.1.2.1.20.35|LETRAS DE CÂMBIO|01012020|31122020|56|A|1.1.1.2.1.20.00|7|01
1.1.1.2.1.20.40|LC - INSTITUIÇÃO FINANCEIRA LIGADA|01012020|31122020|57|A|1.1.1.2.1.20.00|7|01
1.1.1.2.1.20.45|LETRAS IMOBILIÁRIAS|01012020|31122020|58|A|1.1.1.2.1.20.00|7|01
1.1.1.2.1.20.50|LI - INSTITUIÇÃO FINANCEIRA LIGADA|01012020|31122020|59|A|1.1.1.2.1.20.00|7|01
1.1.1.2.1.20.62|CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS|01012020|31122020|60|A|1.1.1.2.1.20.00|7|01
1.1.1.2.1.20.65|DEBÊNTURES|01012020|31122020|61|A|1.1.1.2.1.20.00|7|01
1.1.1.2.1.20.70|TÍTULOS DE RESPONSABILIDADE DA UNIÃO NO EXTERIOR|01012020|31122020|62|A|1.1.1.2.1.20.00|7|01
1.1.1.2.1.20.85|OUTROS TÍTULOS NO EXTERIOR|01012020|31122020|63|A|1.1.1.2.1.20.00|7|01
1.1.1.2.1.20.99|OUTROS|01012020|31122020|64|A|1.1.1.2.1.20.00|7|01
1.1.1.2.1.30.00|REVENDAS A LIQUIDAR - POSIÇÃO VENDIDA|01012020|31122020|65|S|1.1.1.2.1.00.00|6|01
1.1.1.2.1.30.02|TÍTULOS PÚBLICOS FEDERAIS - TESOURO NACIONAL|01012020|31122020|66|A|1.1.1.2.1.30.00|7|01
1.1.1.2.1.30.04|TÍTULOS PÚBLICOS FEDERAIS - BANCO CENTRAL|01012020|31122020|67|A|1.1.1.2.1.30.00|7|01
1.1.1.2.1.30.90|OUTROS TÍTULOS DE RENDA FIXA|01012020|31122020|68|A|1.1.1.2.1.30.00|7|01
1.1.1.2.1.35.00|REVENDAS A LIQUIDAR - CÂMARAS DE LIQUIDAÇÃO E COMPENSAÇÃO - OPERAÇÕES GENÉRICAS|01012020|31122020|69|A|1.1.1.2.1.00.00|6|01
1.1.1.2.2.00.00|APLICAÇÕES EM DEPÓSITOS INTERFINANCEIROS|01012020|31122020|70|S|1.1.1.2.0.00.00|5|01
1.1.1.2.2.10.00|APLICAÇÕES EM DEPÓSITOS INTERFINANCEIROS|01012020|31122020|71|S|1.1.1.2.2.00.00|6|01
1.1.1.2.2.10.10|LIGADAS|01012020|31122020|72|A|1.1.1.2.2.10.00|7|01
1.1.1.2.2.10.15|LIGADAS COM GARANTIA|01012020|31122020|73|A|1.1.1.2.2.10.00|7|01
1.1.1.2.2.10.20|NÃO LIGADAS|01012020|31122020|74|A|1.1.1.2.2.10.00|7|01
1.1.1.2.2.10.25|NÃO LIGADAS COM GARANTIA|01012020|31122020|75|A|1.1.1.2.2.10.00|7|01
1.1.1.2.2.10.30|LIGADAS - VINCULADOS AO CRÉDITO RURAL|01012020|31122020|76|A|1.1.1.2.2.10.00|7|01
1.1.1.2.2.10.35|LIGADAS COM GARANTIA - VINCULADOS AO CRÉDITO RURAL|01012020|31122020|77|A|1.1.1.2.2.10.00|7|01
1.1.1.2.2.10.40|NÃO LIGADAS - VINCULADOS AO CRÉDITO RURAL|01012020|31122020|78|A|1.1.1.2.2.10.00|7|01
1.1.1.2.2.10.45|NÃO LIGADAS COM GARANTIA - VINCULADOS AO CRÉDITO RURAL|01012020|31122020|79|A|1.1.1.2.2.10.00|7|01
1.1.1.2.2.10.50|LIGADAS - VINCULADOS A DÍVIDAS RENEGOCIADAS|01012020|31122020|80|A|1.1.1.2.2.10.00|7|01
1.1.1.2.2.10.55|NÃO LIGADAS - VINCULADOS A DÍVIDAS RENEGOCIADAS|01012020|31122020|81|A|1.1.1.2.2.10.00|7|01
1.1.1.2.2.20.00|APLICAÇÕES INTERFINANCEIRAS PRÓPRIAS A RESGATAR|01012020|31122020|82|S|1.1.1.2.2.00.00|6|01
1.1.1.2.2.20.10|LIGADAS|01012020|31122020|83|A|1.1.1.2.2.20.00|7|01
1.1.1.2.2.20.20|NÃO LIGADAS|01012020|31122020|84|A|1.1.1.2.2.20.00|7|01
1.1.1.2.2.30.00|APLICAÇÕES INTERFINANCEIRAS PRÓPRIAS A LIQUIDAR (-)|01012020|31122020|85|S|1.1.1.2.2.00.00|6|01
1.1.1.2.2.30.10|LIGADAS|01012020|31122020|86|A|1.1.1.2.2.30.00|7|01
1.1.1.2.2.30.20|NÃO LIGADAS|01012020|31122020|87|A|1.1.1.2.2.30.00|7|01
1.1.1.2.2.99.00|PROVISÃO PARA PERDAS EM APLICAÇÕES EM DEPÓSITOS INTERFINANCEIROS (-)|01012020|31122020|88|S|1.1.1.2.2.00.00|6|01
1.1.1.2.2.99.10|LIGADAS|01012020|31122020|89|A|1.1.1.2.2.99.00|7|01
1.1.1.2.2.99.20|NÃO LIGADAS|01012020|31122020|90|A|1.1.1.2.2.99.00|7|01
1.1.1.2.3.00.00|APLICAÇÕES VOLUNTÁRIAS NO BANCO CENTRAL|01012020|31122020|91|S|1.1.1.2.0.00.00|5|01
1.1.1.2.3.10.00|DEPÓSITOS VOLUNTÁRIOS NO BANCO CENTRAL|01012020|31122020|92|A|1.1.1.2.3.00.00|6|01
1.1.1.2.5.00.00|APLICAÇÕES EM DEPÓSITOS DE POUPANÇA|01012020|31122020|93|S|1.1.1.2.0.00.00|5|01
1.1.1.2.5.10.00|APLICAÇÕES EM DEPÓSITOS DE POUPANÇA|01012020|31122020|94|A|1.1.1.2.5.00.00|6|01
1.1.1.2.6.00.00|APLICAÇÕES EM MOEDAS ESTRANGEIRAS|01012020|31122020|95|S|1.1.1.2.0.00.00|5|01
1.1.1.2.6.10.00|APLICAÇÕES EM MOEDAS ESTRANGEIRAS|01012020|31122020|96|S|1.1.1.2.6.00.00|6|01
1.1.1.2.6.10.10|AVISO PRÉVIO|01012020|31122020|97|A|1.1.1.2.6.10.00|7|01
1.1.1.2.6.10.20|PRAZO FIXO|01012020|31122020|98|A|1.1.1.2.6.10.00|7|01
1.1.1.2.6.10.30|BANCO CENTRAL - EXCESSO DE POSIÇÃO|01012020|31122020|99|A|1.1.1.2.6.10.00|7|01
1.1.1.2.9.00.00|OUTRAS|01012020|31122020|100|S|1.1.1.2.0.00.00|5|01
1.1.1.2.9.90.00|APLICAÇÕES FINANCEIRAS|01012020|31122020|101|S|1.1.1.2.9.00.00|6|01
1.1.1.2.9.90.12|DISPONIBILIDADES DO GRUPO|01012020|31122020|102|A|1.1.1.2.9.90.00|7|01
1.1.1.2.9.90.25|VINCULADAS A CONTEMPLAÇÕES - SELIC|01012020|31122020|103|A|1.1.1.2.9.90.00|7|01
1.1.1.2.9.90.35|VINCULADAS A CONTEMPLAÇÕES - DEMAIS APLICAÇÕES|01012020|31122020|104|A|1.1.1.2.9.90.00|7|01
1.1.1.2.9.90.55|RECURSOS DE GRUPOS EM FORMAÇÃO|01012020|31122020|105|A|1.1.1.2.9.90.00|7|01
1.1.1.3.0.00.00|TÍTULOS E VALORES MOBILIÁRIOS E INSTRUMENTOS FINANCEIROS DERIVATIVOS|01012020|31122020|106|S|1.1.1.0.0.00.00|4|01
1.1.1.3.1.00.00|LIVRES|01012020|31122020|107|S|1.1.1.3.0.00.00|5|01
1.1.1.3.1.05.00|TÍTULOS DE RENDA FIXA INTERMEDIADOS|01012020|31122020|108|S|1.1.1.3.1.00.00|6|01
1.1.1.3.1.05.03|LETRAS FINANCEIRAS DO TESOURO|01012020|31122020|109|A|1.1.1.3.1.05.00|7|01
1.1.1.3.1.05.05|LETRAS DO TESOURO NACIONAL|01012020|31122020|110|A|1.1.1.3.1.05.00|7|01
1.1.1.3.1.05.10|OBRIGAÇÕES DO TESOURO NACIONAL|01012020|31122020|111|A|1.1.1.3.1.05.00|7|01
1.1.1.3.1.05.12|BÔNUS DO TESOURO NACIONAL|01012020|31122020|112|A|1.1.1.3.1.05.00|7|01
1.1.1.3.1.05.15|LETRAS DO BANCO CENTRAL|01012020|31122020|113|A|1.1.1.3.1.05.00|7|01
1.1.1.3.1.05.19|TÍTULOS PÚBLICOS FEDERAIS - OUTROS|01012020|31122020|114|A|1.1.1.3.1.05.00|7|01
1.1.1.3.1.05.20|TÍTULOS ESTADUAIS E MUNICIPAIS|01012020|31122020|115|A|1.1.1.3.1.05.00|7|01
1.1.1.3.1.05.25|CERTIFICADOS DE DEPÓSITO BANCÁRIO|01012020|31122020|116|A|1.1.1.3.1.05.00|7|01
1.1.1.3.1.05.30|CDB - INSTITUIÇÃO FINANCEIRA LIGADA|01012020|31122020|117|A|1.1.1.3.1.05.00|7|01
1.1.1.3.1.05.35|LETRAS DE CÂMBIO|01012020|31122020|118|A|1.1.1.3.1.05.00|7|01
1.1.1.3.1.05.40|LC - INSTITUIÇÃO FINANCEIRA LIGADA|01012020|31122020|119|A|1.1.1.3.1.05.00|7|01
1.1.1.3.1.05.45|LETRAS IMOBILIÁRIAS|01012020|31122020|120|A|1.1.1.3.1.05.00|7|01
1.1.1.3.1.05.50|LI - INSTITUIÇÃO FINANCEIRA LIGADA|01012020|31122020|121|A|1.1.1.3.1.05.00|7|01
1.1.1.3.1.05.55|LETRAS HIPOTECÁRIAS|01012020|31122020|122|A|1.1.1.3.1.05.00|7|01
1.1.1.3.1.05.60|LH - INSTITUIÇÃO FINANCEIRA LIGADA|01012020|31122020|123|A|1.1.1.3.1.05.00|7|01
1.1.1.3.1.05.62|CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS|01012020|31122020|124|A|1.1.1.3.1.05.00|7|01
1.1.1.3.1.05.65|DEBÊNTURES|01012020|31122020|125|A|1.1.1.3.1.05.00|7|01
1.1.1.3.1.05.70|OBRIGAÇÕES DA ELETROBRÁS|01012020|31122020|126|A|1.1.1.3.1.05.00|7|01
1.1.1.3.1.05.75|TÍTULOS DA DÍVIDA AGRÁRIA|01012020|31122020|127|A|1.1.1.3.1.05.00|7|01
1.1.1.3.1.05.97|DE EMISSÃO DE ENTIDADES FINANCEIRAS VINCULADAS A ORGANISMOS OFICIAIS INTERNACIONAIS|01012020|31122020|128|A|1.1.1.3.1.05.00|7|01
1.1.1.3.1.05.99|OUTROS|01012020|31122020|129|A|1.1.1.3.1.05.00|7|01
1.1.1.3.1.10.00|TÍTULOS DE RENDA FIXA|01012020|31122020|130|S|1.1.1.3.1.00.00|6|01
1.1.1.3.1.10.03|LETRAS FINANCEIRAS DO TESOURO|01012020|31122020|131|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.05|LETRAS DO TESOURO NACIONAL|01012020|31122020|132|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.07|NOTAS DO TESOURO NACIONAL|01012020|31122020|133|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.10|OBRIGAÇÕES DO TESOURO NACIONAL|01012020|31122020|134|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.12|BÔNUS DO TESOURO NACIONAL|01012020|31122020|135|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.15|LETRAS DO BANCO CENTRAL|01012020|31122020|136|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.16|NOTAS DO BANCO CENTRAL|01012020|31122020|137|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.18|BÔNUS DO BANCO CENTRAL|01012020|31122020|138|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.19|TÍTULOS PÚBLICOS FEDERAIS - OUTROS|01012020|31122020|139|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.20|TÍTULOS ESTADUAIS E MUNICIPAIS|01012020|31122020|140|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.21|TÍTULOS ESTADUAIS - DÍVIDAS REFINANCIADAS PELA UNIÃO|01012020|31122020|141|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.25|CERTIFICADOS DE DEPÓSITO BANCÁRIO|01012020|31122020|142|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.30|CDB - INSTITUIÇÃO FINANCEIRA LIGADA|01012020|31122020|143|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.35|LETRAS DE CÂMBIO|01012020|31122020|144|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.40|LC - INSTITUIÇÃO FINANCEIRA LIGADA|01012020|31122020|145|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.45|LETRAS IMOBILIÁRIAS|01012020|31122020|146|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.50|LI - INSTITUIÇÃO FINANCEIRA LIGADA|01012020|31122020|147|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.55|LETRAS HIPOTECÁRIAS|01012020|31122020|148|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.60|LH - INSTITUIÇÃO FINANCEIRA LIGADA|01012020|31122020|149|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.62|CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS|01012020|31122020|150|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.65|DEBÊNTURES|01012020|31122020|151|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.70|OBRIGAÇÕES DA ELETROBRÁS|01012020|31122020|152|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.75|TÍTULOS DA DÍVIDA AGRÁRIA|01012020|31122020|153|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.95|TÍTULOS QUE COMPÕEM O PR DE INSTITUIÇÕES AUTORIZADAS A FUNCIONAR PELO BANCO CENTRAL|01012020|31122020|154|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.97|DE EMISSÃO DE ENTIDADES FINANCEIRAS VINCULADAS A ORGANISMOS OFICIAIS INTERNACIONAIS|01012020|31122020|155|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.99|OUTROS|01012020|31122020|156|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.13.00|APLICAÇÃO EM CERTIFICADOS DE OPERAÇÕES ESTRUTURADAS|01012020|31122020|157|S|1.1.1.3.1.00.00|6|01
1.1.1.3.1.13.10|CERTIFICADOS DE OPERAÇÕES ESTRUTURADAS - VALOR NOMINAL PROTEGIDO|01012020|31122020|158|A|1.1.1.3.1.13.00|7|01
1.1.1.3.1.13.30|CERTIFICADOS DE OPERAÇÕES ESTRUTURADAS - VALOR NOMINAL EM RISCO|01012020|31122020|159|A|1.1.1.3.1.13.00|7|01
1.1.1.3.1.15.00|COTAS DE FUNDOS DE INVESTIMENTO|01012020|31122020|160|S|1.1.1.3.1.00.00|6|01
1.1.1.3.1.15.15|COTAS DE FUNDO DE CURTO PRAZO|01012020|31122020|161|A|1.1.1.3.1.15.00|7|01
1.1.1.3.1.15.25|COTAS DE FUNDO REFERENCIADO|01012020|31122020|162|A|1.1.1.3.1.15.00|7|01
1.1.1.3.1.15.30|COTAS DE FUNDO DE RENDA FIXA|01012020|31122020|163|A|1.1.1.3.1.15.00|7|01
1.1.1.3.1.15.35|COTAS DE FUNDO DE AÇÕES|01012020|31122020|164|A|1.1.1.3.1.15.00|7|01
1.1.1.3.1.15.40|COTAS DO FUNDO DE DESENVOLVIMENTO SOCIAL|01012020|31122020|165|A|1.1.1.3.1.15.00|7|01
1.1.1.3.1.15.45|COTAS DE FUNDO CAMBIAL|01012020|31122020|166|A|1.1.1.3.1.15.00|7|01
1.1.1.3.1.15.50|COTAS DE FUNDO MULTIMERCADO|01012020|31122020|167|A|1.1.1.3.1.15.00|7|01
1.1.1.3.1.15.55|COTAS DE FUNDO DE INVESTIMENTO DE ÍNDICE DE MERCADO|01012020|31122020|168|A|1.1.1.3.1.15.00|7|01
1.1.1.3.1.15.60|COTAS DE FUNDO EM DIREITOS CREDITÓRIOS|01012020|31122020|169|A|1.1.1.3.1.15.00|7|01
1.1.1.3.1.15.65|COTAS DE FUNDO IMOBILIÁRIO|01012020|31122020|170|A|1.1.1.3.1.15.00|7|01
1.1.1.3.1.15.70|COTAS DE FUNDO EM EMPRESAS EMERGENTES|01012020|31122020|171|A|1.1.1.3.1.15.00|7|01
1.1.1.3.1.15.75|COTAS DE FUNDO EM PARTICIPAÇÕES|01012020|31122020|172|A|1.1.1.3.1.15.00|7|01
1.1.1.3.1.15.99|OUTRAS|01012020|31122020|173|A|1.1.1.3.1.15.00|7|01
1.1.1.3.1.20.00|TÍTULOS DE RENDA VARIÁVEL|01012020|31122020|174|S|1.1.1.3.1.00.00|6|01
1.1.1.3.1.20.10|AÇÕES DE COMPANHIAS ABERTAS|01012020|31122020|175|A|1.1.1.3.1.20.00|7|01
1.1.1.3.1.20.20|AÇÕES DE COMPANHIAS FECHADAS|01012020|31122020|176|A|1.1.1.3.1.20.00|7|01
1.1.1.3.1.20.30|BÔNUS DE SUBSCRIÇÃO DE COMPANHIAS ABERTAS|01012020|31122020|177|A|1.1.1.3.1.20.00|7|01
1.1.1.3.1.20.40|COTAS DE FUNDOS DE RENDA VARIÁVEL|01012020|31122020|178|A|1.1.1.3.1.20.00|7|01
1.1.1.3.1.20.50|AÇÕES DE EMPRESAS PRIVATIZADAS|01012020|31122020|179|A|1.1.1.3.1.20.00|7|01
1.1.1.3.1.20.60|RECEBIDOS POR EMPRÉSTIMO|01012020|31122020|180|A|1.1.1.3.1.20.00|7|01
1.1.1.3.1.20.95|TÍTULOS QUE COMPÕEM O PR DE INSTITUIÇÕES AUTORIZADAS A FUNCIONAR PELO BANCO CENTRAL|01012020|31122020|181|A|1.1.1.3.1.20.00|7|01
1.1.1.3.1.20.99|OUTROS|01012020|31122020|182|A|1.1.1.3.1.20.00|7|01
1.1.1.3.1.50.00|TÍTULOS DE DESENVOLVIMENTO ECONÔMICO|01012020|31122020|183|S|1.1.1.3.1.00.00|6|01
1.1.1.3.1.50.10|LIGADAS|01012020|31122020|184|A|1.1.1.3.1.50.00|7|01
1.1.1.3.1.50.20|NÃO LIGADAS|01012020|31122020|185|A|1.1.1.3.1.50.00|7|01
1.1.1.3.1.60.00|"APLICAÇÕES EM ""COMMODITIES"""|01012020|31122020|186|S|1.1.1.3.1.00.00|6|01
1.1.1.3.1.60.30|WARRANTS|01012020|31122020|187|A|1.1.1.3.1.60.00|7|01
1.1.1.3.1.60.40|CERTIFICADOS DE MERCADORIA|01012020|31122020|188|A|1.1.1.3.1.60.00|7|01
1.1.1.3.1.60.90|OUTROS|01012020|31122020|189|A|1.1.1.3.1.60.00|7|01
1.1.1.3.1.85.00|APLICAÇÕES EM TÍTULOS E VALORES MOBILIÁRIOS NO EXTERIOR|01012020|31122020|190|S|1.1.1.3.1.00.00|6|01
1.1.1.3.1.85.10|TÍTULOS EMITIDOS PELO TESOURO NACIONAL|01012020|31122020|191|A|1.1.1.3.1.85.00|7|01
1.1.1.3.1.85.20|TÍTULOS EMITIDOS PELO GOVERNO DE OUTROS PAÍSES|01012020|31122020|192|A|1.1.1.3.1.85.00|7|01
1.1.1.3.1.85.25|TÍTULOS QUE COMPÕEM O PR DE INSTITUIÇÕES AUTORIZADAS A FUNCIONAR PELO BANCO CENTRAL|01012020|31122020|193|A|1.1.1.3.1.85.00|7|01
1.1.1.3.1.85.26|TÍTULOS QUE COMPÕEM O PR DE INSTITUIÇÕES FINANCEIRAS NO EXTERIOR|01012020|31122020|194|A|1.1.1.3.1.85.00|7|01
1.1.1.3.1.85.30|TÍTULOS DE RENDA FIXA - EMPRESAS ESTATAIS DO BRASIL|01012020|31122020|195|A|1.1.1.3.1.85.00|7|01
1.1.1.3.1.85.40|OUTROS TÍTULOS DE RENDA FIXA|01012020|31122020|196|A|1.1.1.3.1.85.00|7|01
1.1.1.3.1.85.50|TÍTULOS DE RENDA VARIÁVEL - EMPRESAS ESTATAIS DO BRASIL|01012020|31122020|197|A|1.1.1.3.1.85.00|7|01
1.1.1.3.1.85.60|OUTROS TÍTULOS DE RENDA VARIÁVEL|01012020|31122020|198|A|1.1.1.3.1.85.00|7|01
1.1.1.3.1.85.90|OUTROS|01012020|31122020|199|A|1.1.1.3.1.85.00|7|01
1.1.1.3.1.90.00|TÍTULOS E VALORES MOBILIÁRIOS DE SOCIEDADES EM REGIME ESPECIAL|01012020|31122020|200|S|1.1.1.3.1.00.00|6|01
