CODIGO|DESCRICAO|DT_INI|DT_FIM|ORDEM|TIPO|COD_SUP|NIVEL|NATUREZA
1.0.0.0.0.00.00|ATIVO GERAL|01012021|31122024|2|S||1|01
1.1.0.0.0.00.00|ATIVO|01012021|31122024|3|S|1.0.0.0.0.00.00|2|01
1.1.1.0.0.00.00|CIRCULANTE E REALIZÁVEL A LONGO PRAZO|01012021|31122024|4|S|1.1.0.0.0.00.00|3|01
1.1.1.1.0.00.00|DISPONIBILIDADES|01012021|31122024|5|S|1.1.1.0.0.00.00|4|01
1.1.1.1.1.00.00|CAIXA|01012021|31122024|6|S|1.1.1.1.0.00.00|5|01
1.1.1.1.1.10.00|CAIXA|01012021|31122024|7|A|1.1.1.1.1.00.00|6|01
1.1.1.1.2.00.00|DEPÓSITOS BANCÁRIOS|01012021|31122024|8|S|1.1.1.1.0.00.00|5|01
1.1.1.1.2.30.00|DEPÓSITOS BANCÁRIOS DE INSTITUIÇÕES SEM CONTA RESERVA|01012021|31122024|9|A|1.1.1.1.2.00.00|6|01
1.1.1.1.2.92.00|DEPÓSITOS BANCÁRIOS|01012021|31122024|10|A|1.1.1.1.2.00.00|6|01
1.1.1.1.3.00.00|RESERVAS LIVRES|01012021|31122024|11|S|1.1.1.1.0.00.00|5|01
1.1.1.1.3.10.00|BANCO CENTRAL - RESERVAS LIVRES EM ESPÉCIE|01012021|31122024|12|A|1.1.1.1.3.00.00|6|01
1.1.1.1.3.90.00|BANCO CENTRAL - OUTRAS RESERVAS LIVRES|01012021|31122024|13|A|1.1.1.1.3.00.00|6|01
1.1.1.1.4.00.00|APLICAÇÕES EM OURO|01012021|31122024|14|S|1.1.1.1.0.00.00|5|01
1.1.1.1.4.10.00|APLICAÇÕES TEMPORÁRIAS EM OURO|01012021|31122024|15|A|1.1.1.1.4.00.00|6|01
1.1.1.1.5.00.00|DISPONIBILIDADES EM MOEDAS ESTRANGEIRAS|01012021|31122024|16|S|1.1.1.1.0.00.00|5|01
1.1.1.1.5.10.00|BANCOS - DEPÓSITOS EM MOEDAS ESTRANGEIRAS NO PAÍS|01012021|31122024|17|A|1.1.1.1.5.00.00|6|01
1.1.1.1.5.20.00|DEPÓSITOS NO EXTERIOR EM MOEDAS ESTRANGEIRAS|01012021|31122024|18|A|1.1.1.1.5.00.00|6|01
1.1.1.1.5.40.00|DISPONIBILIDADES DE MOEDAS ESTRANGEIRAS|01012021|31122024|19|A|1.1.1.1.5.00.00|6|01
1.1.1.2.0.00.00|APLICAÇÕES INTERFINANCEIRAS DE LIQUIDEZ|01012021|31122024|20|S|1.1.1.0.0.00.00|4|01
1.1.1.2.1.00.00|APLICAÇÕES EM OPERAÇÕES COMPROMISSADAS|01012021|31122024|21|S|1.1.1.2.0.00.00|5|01
1.1.1.2.1.10.00|REVENDAS A LIQUIDAR - POSIÇÃO BANCADA|01012021|31122024|22|S|1.1.1.2.1.00.00|6|01
1.1.1.2.1.10.03|LETRAS FINANCEIRAS DO TESOURO|01012021|31122024|23|A|1.1.1.2.1.10.00|7|01
1.1.1.2.1.10.05|LETRAS DO TESOURO NACIONAL|01012021|31122024|24|A|1.1.1.2.1.10.00|7|01
1.1.1.2.1.10.07|NOTAS DO TESOURO NACIONAL|01012021|31122024|25|A|1.1.1.2.1.10.00|7|01
1.1.1.2.1.10.10|OBRIGAÇÕES DO TESOURO NACIONAL|01012021|31122024|26|A|1.1.1.2.1.10.00|7|01
1.1.1.2.1.10.12|BÔNUS DO TESOURO NACIONAL|01012021|31122024|27|A|1.1.1.2.1.10.00|7|01
1.1.1.2.1.10.15|LETRAS DO BANCO CENTRAL|01012021|31122024|28|A|1.1.1.2.1.10.00|7|01
1.1.1.2.1.10.16|NOTAS DO BANCO CENTRAL|01012021|31122024|29|A|1.1.1.2.1.10.00|7|01
1.1.1.2.1.10.18|BÔNUS DO BANCO CENTRAL|01012021|31122024|30|A|1.1.1.2.1.10.00|7|01
1.1.1.2.1.10.20|TÍTULOS ESTADUAIS E MUNICIPAIS|01012021|31122024|31|A|1.1.1.2.1.10.00|7|01
1.1.1.2.1.10.21|TÍTULOS ESTADUAIS - DÍVIDAS REFINANCIADAS PELA UNIÃO|01012021|31122024|32|A|1.1.1.2.1.10.00|7|01
1.1.1.2.1.10.25|CERTIFICADOS DE DEPÓSITO BANCÁRIO|01012021|31122024|33|A|1.1.1.2.1.10.00|7|01
1.1.1.2.1.10.30|CDB - INSTITUIÇÃO FINANCEIRA LIGADA|01012021|31122024|34|A|1.1.1.2.1.10.00|7|01
1.1.1.2.1.10.35|LETRAS DE CÂMBIO|01012021|31122024|35|A|1.1.1.2.1.10.00|7|01
1.1.1.2.1.10.40|LC - INSTITUIÇÃO FINANCEIRA LIGADA|01012021|31122024|36|A|1.1.1.2.1.10.00|7|01
1.1.1.2.1.10.45|LETRAS IMOBILIÁRIAS|01012021|31122024|37|A|1.1.1.2.1.10.00|7|01
1.1.1.2.1.10.50|LI - INSTITUIÇÃO FINANCEIRA LIGADA|01012021|31122024|38|A|1.1.1.2.1.10.00|7|01
1.1.1.2.1.10.62|CERTIFICADOS DE RECEBÍVEIS  IMOBILIÁRIOS|01012021|31122024|39|A|1.1.1.2.1.10.00|7|01
1.1.1.2.1.10.65|DEBÊNTURES|01012021|31122024|40|A|1.1.1.2.1.10.00|7|01
1.1.1.2.1.10.70|TÍTULOS DE RESPONSABILIDADE DA UNIÃO NO EXTERIOR|01012021|31122024|41|A|1.1.1.2.1.10.00|7|01
1.1.1.2.1.10.85|OUTROS TÍTULOS NO EXTERIOR|01012021|31122024|42|A|1.1.1.2.1.10.00|7|01
1.1.1.2.1.10.99|OUTROS|01012021|31122024|43|A|1.1.1.2.1.10.00|7|01
1.1.1.2.1.20.00|REVENDAS A LIQUIDAR - POSIÇÃO FINANCIADA|01012021|31122024|44|S|1.1.1.2.1.00.00|6|01
1.1.1.2.1.20.03|LETRAS FINANCEIRAS DO TESOURO|01012021|31122024|45|A|1.1.1.2.1.20.00|7|01
1.1.1.2.1.20.05|LETRAS DO TESOURO NACIONAL|01012021|31122024|46|A|1.1.1.2.1.20.00|7|01
1.1.1.2.1.20.07|NOTAS DO TESOURO NACIONAL|01012021|31122024|47|A|1.1.1.2.1.20.00|7|01
1.1.1.2.1.20.10|OBRIGAÇÕES DO TESOURO NACIONAL|01012021|31122024|48|A|1.1.1.2.1.20.00|7|01
1.1.1.2.1.20.12|BÔNUS DO TESOURO NACIONAL|01012021|31122024|49|A|1.1.1.2.1.20.00|7|01
1.1.1.2.1.20.15|LETRAS DO BANCO CENTRAL|01012021|31122024|50|A|1.1.1.2.1.20.00|7|01
1.1.1.2.1.20.16|NOTAS DO BANCO CENTRAL|01012021|31122024|51|A|1.1.1.2.1.20.00|7|01
1.1.1.2.1.20.18|BÔNUS DO BANCO CENTRAL|01012021|31122024|52|A|1.1.1.2.1.20.00|7|01
1.1.1.2.1.20.20|TÍTULOS ESTADUAIS E MUNICIPAIS|01012021|31122024|53|A|1.1.1.2.1.20.00|7|01
1.1.1.2.1.20.21|TÍTULOS ESTADUAIS - DÍVIDAS REFINANCIADAS PELA UNIÃO|01012021|31122024|54|A|1.1.1.2.1.20.00|7|01
1.1.1.2.1.20.25|CERTIFICADOS DE DEPÓSITO BANCÁRIO|01012021|31122024|55|A|1.1.1.2.1.20.00|7|01
1.1.1.2.1.20.30|CDB - INSTITUIÇÃO FINANCEIRA LIGADA|01012021|31122024|56|A|1.1.1.2.1.20.00|7|01
1.1.1.2.1.20.35|LETRAS DE CÂMBIO|01012021|31122024|57|A|1.1.1.2.1.20.00|7|01
1.1.1.2.1.20.40|LC - INSTITUIÇÃO FINANCEIRA LIGADA|01012021|31122024|58|A|1.1.1.2.1.20.00|7|01
1.1.1.2.1.20.45|LETRAS IMOBILIÁRIAS|01012021|31122024|59|A|1.1.1.2.1.20.00|7|01
1.1.1.2.1.20.50|LI - INSTITUIÇÃO FINANCEIRA LIGADA|01012021|31122024|60|A|1.1.1.2.1.20.00|7|01
1.1.1.2.1.20.62|CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS|01012021|31122024|61|A|1.1.1.2.1.20.00|7|01
1.1.1.2.1.20.65|DEBÊNTURES|01012021|31122024|62|A|1.1.1.2.1.20.00|7|01
1.1.1.2.1.20.70|TÍTULOS DE RESPONSABILIDADE DA UNIÃO NO EXTERIOR|01012021|31122024|63|A|1.1.1.2.1.20.00|7|01
1.1.1.2.1.20.85|OUTROS TÍTULOS NO EXTERIOR|01012021|31122024|64|A|1.1.1.2.1.20.00|7|01
1.1.1.2.1.20.99|OUTROS|01012021|31122024|65|A|1.1.1.2.1.20.00|7|01
1.1.1.2.1.30.00|REVENDAS A LIQUIDAR - POSIÇÃO VENDIDA|01012021|31122024|66|S|1.1.1.2.1.00.00|6|01
1.1.1.2.1.30.02|TÍTULOS PÚBLICOS FEDERAIS - TESOURO NACIONAL|01012021|31122024|67|A|1.1.1.2.1.30.00|7|01
1.1.1.2.1.30.04|TÍTULOS PÚBLICOS FEDERAIS - BANCO CENTRAL|01012021|31122024|68|A|1.1.1.2.1.30.00|7|01
1.1.1.2.1.30.90|OUTROS TÍTULOS DE RENDA FIXA|01012021|31122024|69|A|1.1.1.2.1.30.00|7|01
1.1.1.2.1.35.00|REVENDAS A LIQUIDAR - CÂMARAS DE LIQUIDAÇÃO E COMPENSAÇÃO - OPERAÇÕES GENÉRICAS|01012021|31122024|70|A|1.1.1.2.1.00.00|6|01
1.1.1.2.2.00.00|APLICAÇÕES EM DEPÓSITOS INTERFINANCEIROS|01012021|31122024|71|S|1.1.1.2.0.00.00|5|01
1.1.1.2.2.10.00|APLICAÇÕES EM DEPÓSITOS INTERFINANCEIROS|01012021|31122024|72|S|1.1.1.2.2.00.00|6|01
1.1.1.2.2.10.10|LIGADAS|01012021|31122024|73|A|1.1.1.2.2.10.00|7|01
1.1.1.2.2.10.15|LIGADAS COM GARANTIA|01012021|31122024|74|A|1.1.1.2.2.10.00|7|01
1.1.1.2.2.10.20|NÃO LIGADAS|01012021|31122024|75|A|1.1.1.2.2.10.00|7|01
1.1.1.2.2.10.25|NÃO LIGADAS COM GARANTIA|01012021|31122024|76|A|1.1.1.2.2.10.00|7|01
1.1.1.2.2.10.30|LIGADAS - VINCULADOS AO CRÉDITO RURAL|01012021|31122024|77|A|1.1.1.2.2.10.00|7|01
1.1.1.2.2.10.35|LIGADAS COM GARANTIA - VINCULADOS AO CRÉDITO RURAL|01012021|31122024|78|A|1.1.1.2.2.10.00|7|01
1.1.1.2.2.10.40|NÃO LIGADAS - VINCULADOS AO CRÉDITO RURAL|01012021|31122024|79|A|1.1.1.2.2.10.00|7|01
1.1.1.2.2.10.45|NÃO LIGADAS COM GARANTIA - VINCULADOS AO CRÉDITO RURAL|01012021|31122024|80|A|1.1.1.2.2.10.00|7|01
1.1.1.2.2.10.50|LIGADAS - VINCULADOS A DÍVIDAS RENEGOCIADAS|01012021|31122024|81|A|1.1.1.2.2.10.00|7|01
1.1.1.2.2.10.55|NÃO LIGADAS - VINCULADOS A DÍVIDAS RENEGOCIADAS|01012021|31122024|82|A|1.1.1.2.2.10.00|7|01
1.1.1.2.2.20.00|APLICAÇÕES INTERFINANCEIRAS PRÓPRIAS A RESGATAR|01012021|31122024|83|S|1.1.1.2.2.00.00|6|01
1.1.1.2.2.20.10|LIGADAS|01012021|31122024|84|A|1.1.1.2.2.20.00|7|01
1.1.1.2.2.20.20|NÃO LIGADAS|01012021|31122024|85|A|1.1.1.2.2.20.00|7|01
1.1.1.2.2.30.00|APLICAÇÕES INTERFINANCEIRAS PRÓPRIAS A LIQUIDAR (-)|01012021|31122024|86|S|1.1.1.2.2.00.00|6|01
1.1.1.2.2.30.10|LIGADAS|01012021|31122024|87|A|1.1.1.2.2.30.00|7|01
1.1.1.2.2.30.20|NÃO LIGADAS|01012021|31122024|88|A|1.1.1.2.2.30.00|7|01
1.1.1.2.2.99.00|PROVISÃO PARA PERDAS EM APLICAÇÕES EM DEPÓSITOS INTERFINANCEIROS (-)|01012021|31122024|89|S|1.1.1.2.2.00.00|6|01
1.1.1.2.2.99.10|LIGADAS|01012021|31122024|90|A|1.1.1.2.2.99.00|7|01
1.1.1.2.2.99.20|NÃO LIGADAS|01012021|31122024|91|A|1.1.1.2.2.99.00|7|01
1.1.1.2.3.00.00|APLICAÇÕES VOLUNTÁRIAS NO BANCO CENTRAL|01012021|31122024|92|S|1.1.1.2.0.00.00|5|01
1.1.1.2.3.10.00|DEPÓSITOS VOLUNTÁRIOS NO BANCO CENTRAL|01012021|31122024|93|A|1.1.1.2.3.00.00|6|01
1.1.1.2.5.00.00|APLICAÇÕES EM DEPÓSITOS DE POUPANÇA|01012021|31122024|94|S|1.1.1.2.0.00.00|5|01
1.1.1.2.5.10.00|APLICAÇÕES EM DEPÓSITOS DE POUPANÇA|01012021|31122024|95|A|1.1.1.2.5.00.00|6|01
1.1.1.2.6.00.00|APLICAÇÕES EM MOEDAS ESTRANGEIRAS|01012021|31122024|96|S|1.1.1.2.0.00.00|5|01
1.1.1.2.6.10.00|APLICAÇÕES EM MOEDAS ESTRANGEIRAS|01012021|31122024|97|S|1.1.1.2.6.00.00|6|01
1.1.1.2.6.10.10|AVISO PRÉVIO|01012021|31122024|98|A|1.1.1.2.6.10.00|7|01
1.1.1.2.6.10.20|PRAZO FIXO|01012021|31122024|99|A|1.1.1.2.6.10.00|7|01
1.1.1.2.6.10.30|BANCO CENTRAL - EXCESSO DE POSIÇÃO|01012021|31122024|100|A|1.1.1.2.6.10.00|7|01
1.1.1.2.9.00.00|OUTRAS|01012021|31122024|101|S|1.1.1.2.0.00.00|5|01
1.1.1.2.9.90.00|APLICAÇÕES FINANCEIRAS|01012021|31122024|102|S|1.1.1.2.9.00.00|6|01
1.1.1.2.9.90.12|DISPONIBILIDADES DO GRUPO|01012021|31122024|103|A|1.1.1.2.9.90.00|7|01
1.1.1.2.9.90.25|VINCULADAS A CONTEMPLAÇÕES - SELIC|01012021|31122024|104|A|1.1.1.2.9.90.00|7|01
1.1.1.2.9.90.35|VINCULADAS A CONTEMPLAÇÕES - DEMAIS APLICAÇÕES|01012021|31122024|105|A|1.1.1.2.9.90.00|7|01
1.1.1.2.9.90.55|RECURSOS DE GRUPOS EM FORMAÇÃO|01012021|31122024|106|A|1.1.1.2.9.90.00|7|01
1.1.1.3.0.00.00|TÍTULOS E VALORES MOBILIÁRIOS E INSTRUMENTOS FINANCEIROS DERIVATIVOS|01012021|31122024|107|S|1.1.1.0.0.00.00|4|01
1.1.1.3.1.00.00|LIVRES|01012021|31122024|108|S|1.1.1.3.0.00.00|5|01
1.1.1.3.1.05.00|TÍTULOS DE RENDA FIXA INTERMEDIADOS|01012021|31122024|109|S|1.1.1.3.1.00.00|6|01
1.1.1.3.1.05.03|LETRAS FINANCEIRAS DO TESOURO|01012021|31122024|110|A|1.1.1.3.1.05.00|7|01
1.1.1.3.1.05.05|LETRAS DO TESOURO NACIONAL|01012021|31122024|111|A|1.1.1.3.1.05.00|7|01
1.1.1.3.1.05.10|OBRIGAÇÕES DO TESOURO NACIONAL|01012021|31122024|112|A|1.1.1.3.1.05.00|7|01
1.1.1.3.1.05.12|BÔNUS DO TESOURO NACIONAL|01012021|31122024|113|A|1.1.1.3.1.05.00|7|01
1.1.1.3.1.05.15|LETRAS DO BANCO CENTRAL|01012021|31122024|114|A|1.1.1.3.1.05.00|7|01
1.1.1.3.1.05.19|TÍTULOS PÚBLICOS FEDERAIS - OUTROS|01012021|31122024|115|A|1.1.1.3.1.05.00|7|01
1.1.1.3.1.05.20|TÍTULOS ESTADUAIS E MUNICIPAIS|01012021|31122024|116|A|1.1.1.3.1.05.00|7|01
1.1.1.3.1.05.25|CERTIFICADOS DE DEPÓSITO BANCÁRIO|01012021|31122024|117|A|1.1.1.3.1.05.00|7|01
1.1.1.3.1.05.30|CDB - INSTITUIÇÃO FINANCEIRA LIGADA|01012021|31122024|118|A|1.1.1.3.1.05.00|7|01
1.1.1.3.1.05.35|LETRAS DE CÂMBIO|01012021|31122024|119|A|1.1.1.3.1.05.00|7|01
1.1.1.3.1.05.40|LC - INSTITUIÇÃO FINANCEIRA LIGADA|01012021|31122024|120|A|1.1.1.3.1.05.00|7|01
1.1.1.3.1.05.45|LETRAS IMOBILIÁRIAS|01012021|31122024|121|A|1.1.1.3.1.05.00|7|01
1.1.1.3.1.05.50|LI - INSTITUIÇÃO FINANCEIRA LIGADA|01012021|31122024|122|A|1.1.1.3.1.05.00|7|01
1.1.1.3.1.05.55|LETRAS HIPOTECÁRIAS|01012021|31122024|123|A|1.1.1.3.1.05.00|7|01
1.1.1.3.1.05.60|LH - INSTITUIÇÃO FINANCEIRA LIGADA|01012021|31122024|124|A|1.1.1.3.1.05.00|7|01
1.1.1.3.1.05.62|CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS|01012021|31122024|125|A|1.1.1.3.1.05.00|7|01
1.1.1.3.1.05.65|DEBÊNTURES|01012021|31122024|126|A|1.1.1.3.1.05.00|7|01
1.1.1.3.1.05.70|OBRIGAÇÕES DA ELETROBRÁS|01012021|31122024|127|A|1.1.1.3.1.05.00|7|01
1.1.1.3.1.05.75|TÍTULOS DA DÍVIDA AGRÁRIA|01012021|31122024|128|A|1.1.1.3.1.05.00|7|01
1.1.1.3.1.05.97|DE EMISSÃO DE ENTIDADES FINANCEIRAS VINCULADAS A ORGANISMOS OFICIAIS INTERNACIONAIS|01012021|31122024|129|A|1.1.1.3.1.05.00|7|01
1.1.1.3.1.05.99|OUTROS|01012021|31122024|130|A|1.1.1.3.1.05.00|7|01
1.1.1.3.1.10.00|TÍTULOS DE RENDA FIXA|01012021|31122024|131|S|1.1.1.3.1.00.00|6|01
1.1.1.3.1.10.03|LETRAS FINANCEIRAS DO TESOURO|01012021|31122024|132|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.05|LETRAS DO TESOURO NACIONAL|01012021|31122024|133|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.07|NOTAS DO TESOURO NACIONAL|01012021|31122024|134|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.10|OBRIGAÇÕES DO TESOURO NACIONAL|01012021|31122024|135|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.12|BÔNUS DO TESOURO NACIONAL|01012021|31122024|136|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.15|LETRAS DO BANCO CENTRAL|01012021|31122024|137|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.16|NOTAS DO BANCO CENTRAL|01012021|31122024|138|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.18|BÔNUS DO BANCO CENTRAL|01012021|31122024|139|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.19|TÍTULOS PÚBLICOS FEDERAIS - OUTROS|01012021|31122024|140|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.20|TÍTULOS ESTADUAIS E MUNICIPAIS|01012021|31122024|141|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.21|TÍTULOS ESTADUAIS - DÍVIDAS REFINANCIADAS PELA UNIÃO|01012021|31122024|142|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.25|CERTIFICADOS DE DEPÓSITO BANCÁRIO|01012021|31122024|143|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.30|CDB - INSTITUIÇÃO FINANCEIRA LIGADA|01012021|31122024|144|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.35|LETRAS DE CÂMBIO|01012021|31122024|145|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.40|LC - INSTITUIÇÃO FINANCEIRA LIGADA|01012021|31122024|146|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.45|LETRAS IMOBILIÁRIAS|01012021|31122024|147|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.50|LI - INSTITUIÇÃO FINANCEIRA LIGADA|01012021|31122024|148|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.55|LETRAS HIPOTECÁRIAS|01012021|31122024|149|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.60|LH - INSTITUIÇÃO FINANCEIRA LIGADA|01012021|31122024|150|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.62|CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS|01012021|31122024|151|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.63|LETRAS IMOBILIÁRIAS GARANTIDAS|01012021|31122024|152|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.65|DEBÊNTURES|01012021|31122024|153|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.70|OBRIGAÇÕES DA ELETROBRÁS|01012021|31122024|154|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.75|TÍTULOS DA DÍVIDA AGRÁRIA|01012021|31122024|155|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.95|TÍTULOS QUE COMPÕEM O PR DE INSTITUIÇÕES AUTORIZADAS A FUNCIONAR PELO BANCO CENTRAL|01012021|31122024|156|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.97|DE EMISSÃO DE ENTIDADES FINANCEIRAS VINCULADAS A ORGANISMOS OFICIAIS INTERNACIONAIS|01012021|31122024|157|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.10.99|OUTROS|01012021|31122024|158|A|1.1.1.3.1.10.00|7|01
1.1.1.3.1.13.00|APLICAÇÃO EM CERTIFICADOS DE OPERAÇÕES ESTRUTURADAS|01012021|31122024|159|S|1.1.1.3.1.00.00|6|01
1.1.1.3.1.13.10|CERTIFICADOS DE OPERAÇÕES ESTRUTURADAS - VALOR NOMINAL PROTEGIDO|01012021|31122024|160|A|1.1.1.3.1.13.00|7|01
1.1.1.3.1.13.30|CERTIFICADOS DE OPERAÇÕES ESTRUTURADAS - VALOR NOMINAL EM RISCO|01012021|31122024|161|A|1.1.1.3.1.13.00|7|01
1.1.1.3.1.15.00|COTAS DE FUNDOS DE INVESTIMENTO|01012021|31122024|162|S|1.1.1.3.1.00.00|6|01
1.1.1.3.1.15.15|COTAS DE FUNDO DE CURTO PRAZO|01012021|31122024|163|A|1.1.1.3.1.15.00|7|01
1.1.1.3.1.15.25|COTAS DE FUNDO REFERENCIADO|01012021|31122024|164|A|1.1.1.3.1.15.00|7|01
1.1.1.3.1.15.30|COTAS DE FUNDO DE RENDA FIXA|01012021|31122024|165|A|1.1.1.3.1.15.00|7|01
1.1.1.3.1.15.35|COTAS DE FUNDO DE AÇÕES|01012021|31122024|166|A|1.1.1.3.1.15.00|7|01
1.1.1.3.1.15.40|COTAS DO FUNDO DE DESENVOLVIMENTO SOCIAL|01012021|31122024|167|A|1.1.1.3.1.15.00|7|01
1.1.1.3.1.15.45|COTAS DE FUNDO CAMBIAL|01012021|31122024|168|A|1.1.1.3.1.15.00|7|01
1.1.1.3.1.15.50|COTAS DE FUNDO MULTIMERCADO|01012021|31122024|169|A|1.1.1.3.1.15.00|7|01
1.1.1.3.1.15.55|COTAS DE FUNDO DE INVESTIMENTO DE ÍNDICE DE MERCADO|01012021|31122024|170|A|1.1.1.3.1.15.00|7|01
1.1.1.3.1.15.60|COTAS DE FUNDO EM DIREITOS CREDITÓRIOS|01012021|31122024|171|A|1.1.1.3.1.15.00|7|01
1.1.1.3.1.15.65|COTAS DE FUNDO IMOBILIÁRIO|01012021|31122024|172|A|1.1.1.3.1.15.00|7|01
1.1.1.3.1.15.70|COTAS DE FUNDO EM EMPRESAS EMERGENTES|01012021|31122024|173|A|1.1.1.3.1.15.00|7|01
1.1.1.3.1.15.75|COTAS DE FUNDO EM PARTICIPAÇÕES|01012021|31122024|174|A|1.1.1.3.1.15.00|7|01
1.1.1.3.1.15.99|OUTRAS|01012021|31122024|175|A|1.1.1.3.1.15.00|7|01
1.1.1.3.1.20.00|TÍTULOS DE RENDA VARIÁVEL|01012021|31122024|176|S|1.1.1.3.1.00.00|6|01
1.1.1.3.1.20.10|AÇÕES DE COMPANHIAS ABERTAS|01012021|31122024|177|A|1.1.1.3.1.20.00|7|01
1.1.1.3.1.20.20|AÇÕES DE COMPANHIAS FECHADAS|01012021|31122024|178|A|1.1.1.3.1.20.00|7|01
1.1.1.3.1.20.30|BÔNUS DE SUBSCRIÇÃO DE COMPANHIAS ABERTAS|01012021|31122024|179|A|1.1.1.3.1.20.00|7|01
1.1.1.3.1.20.40|COTAS DE FUNDOS DE RENDA VARIÁVEL|01012021|31122024|180|A|1.1.1.3.1.20.00|7|01
1.1.1.3.1.20.50|AÇÕES DE EMPRESAS PRIVATIZADAS|01012021|31122024|181|A|1.1.1.3.1.20.00|7|01
1.1.1.3.1.20.60|RECEBIDOS POR EMPRÉSTIMO|01012021|31122024|182|A|1.1.1.3.1.20.00|7|01
1.1.1.3.1.20.95|TÍTULOS QUE COMPÕEM O PR DE INSTITUIÇÕES AUTORIZADAS A FUNCIONAR PELO BANCO CENTRAL|01012021|31122024|183|A|1.1.1.3.1.20.00|7|01
1.1.1.3.1.20.99|OUTROS|01012021|31122024|184|A|1.1.1.3.1.20.00|7|01
1.1.1.3.1.50.00|TÍTULOS DE DESENVOLVIMENTO ECONÔMICO|01012021|31122024|185|S|1.1.1.3.1.00.00|6|01
1.1.1.3.1.50.10|LIGADAS|01012021|31122024|186|A|1.1.1.3.1.50.00|7|01
1.1.1.3.1.50.20|NÃO LIGADAS|01012021|31122024|187|A|1.1.1.3.1.50.00|7|01
1.1.1.3.1.60.00|"""APLICAÇÕES EM """"COMMODITIES"""""""|01012021|31122024|188|S|1.1.1.3.1.00.00|6|01
1.1.1.3.1.60.30|WARRANTS|01012021|31122024|189|A|1.1.1.3.1.60.00|7|01
1.1.1.3.1.60.40|CERTIFICADOS DE MERCADORIA|01012021|31122024|190|A|1.1.1.3.1.60.00|7|01
1.1.1.3.1.60.90|OUTROS|01012021|31122024|191|A|1.1.1.3.1.60.00|7|01
1.1.1.3.1.85.00|APLICAÇÕES EM TÍTULOS E VALORES MOBILIÁRIOS NO EXTERIOR|01012021|31122024|192|S|1.1.1.3.1.00.00|6|01
1.1.1.3.1.85.10|TÍTULOS EMITIDOS PELO TESOURO NACIONAL|01012021|31122024|193|A|1.1.1.3.1.85.00|7|01
1.1.1.3.1.85.20|TÍTULOS EMITIDOS PELO GOVERNO DE OUTROS PAÍSES|01012021|31122024|194|A|1.1.1.3.1.85.00|7|01
1.1.1.3.1.85.25|TÍTULOS QUE COMPÕEM O PR DE INSTITUIÇÕES AUTORIZADAS A FUNCIONAR PELO BANCO CENTRAL|01012021|31122024|195|A|1.1.1.3.1.85.00|7|01
1.1.1.3.1.85.26|TÍTULOS QUE COMPÕEM O PR DE INSTITUIÇÕES FINANCEIRAS NO EXTERIOR|01012021|31122024|196|A|1.1.1.3.1.85.00|7|01
1.1.1.3.1.85.30|TÍTULOS DE RENDA FIXA - EMPRESAS ESTATAIS DO BRASIL|01012021|31122024|197|A|1.1.1.3.1.85.00|7|01
1.1.1.3.1.85.40|OUTROS TÍTULOS DE RENDA FIXA|01012021|31122024|198|A|1.1.1.3.1.85.00|7|01
1.1.1.3.1.85.50|TÍTULOS DE RENDA VARIÁVEL - EMPRESAS ESTATAIS DO BRASIL|01012021|31122024|199|A|1.1.1.3.1.85.00|7|01
1.1.1.3.1.85.60|OUTROS TÍTULOS DE RENDA VARIÁVEL|01012021|31122024|200|A|1.1.1.3.1.85.00|7|01
1.1.1.3.1.85.90|OUTROS|01012021|31122024|201|A|1.1.1.3.1.85.00|7|01
